Product_ID,Product_Name,Category,Unit_Cost_USD,Year,Month,Demand_Units,Warehouse_ID,Supplier_ID,Stock_Units,Reorder_Point_Units,Inventory_Lead_Time_Days,Inventory_Value_USD,Supplier_Name,Supplier_Lead_Time_Days,Reliability_Score,Holding_Cost_Per_Unit_USD,Warehouse_Location,Warehouse_Capacity_Units
P3811,Product2812 ,bolts,375.82,2023,11,373,W10,S161,499,191,5,18905.17,Supplier_62,12,0.92,0.58, Chicago,56222
P3759, Product2760,engine parts,26.22,2022,2,370,W10,S166,706,100,21,6651.21,Supplier_67,6,0.88,0.69, Chicago,56222
P1615,Product616 ,battery packs,462.68,2023,1,477,W2,S163,975,72,16,4613.38,Supplier_64,6,0.9,1.46, Dallas,37687
P2868,Product1869 ,BOLTS,260.05,2022,4,348,W9,S103,646,285,26,46497.61,Supplier_4,14,0.9,0.35,San Diego ,47212
P1135, Product136,brake pads,384.94,2023,3,195,W4,S104,790,273,24,9273.09,Supplier_5,15,0.82,0.32, Chicago,78107
P3760, Product2761,engine parts,332.63,2023,5,87,W8,S149,898,451,12,12431.91,Supplier_50,17,0.89,0.13, Houston,20877
P1420, Product421,BATTERY PACKS,399.79,2022,9,389,W8,S198,404,99,24,4085.03,Supplier_99,27,0.99,1.45, Houston,20877
P3779, Product2780,ENGINE PARTS,97.84,2022,4,250,W4,S120,554,241,16,20010.83,Supplier_21,28,0.89,0.72, Chicago,78107
P3099,Product2100 ,BOLTS,434.71,2023,2,321,W9,S183,790,288,23,20493.6,Supplier_84,15,0.82,1.42,San Diego ,47212
P2215,Product1216 ,ENGINE PARTS,498.95,2022,10,128,W9,S163,761,430,8,6763.88,Supplier_64,6,0.9,1.41,San Diego ,47212
P1046,Product47 ,BATTERY PACKS,323.43,2023,1,328,W2,S102,502,51,23,12150.36,Supplier_3,28,0.9,0.73, Dallas,37687
P2281, Product1282,GEARS,177.54,2023,8,198,W7,S188,671,126,14,49955.59,Supplier_89,20,0.95,0.87, Dallas,68292
P2294, Product1295,gears,356.97,2022,8,129,W6,S167,883,374,5,29230.24,Supplier_68,5,0.82,0.95,Los Angeles ,44647
P3167,Product2168 ,brake pads,300.24,2023,2,494,W10,S145,99,168,22,14194.03,Supplier_46,27,0.83,0.95, Chicago,56222
P1779, Product780,battery packs,412.12,2023,11,124,W6,S113,952,491,10,46680.19,Supplier_14,25,0.81,0.32,Los Angeles ,44647
P1628, Product629,brake pads,201.15,2022,12,338,W4,S110,28,171,10,20494.33,Supplier_11,7,0.9,0.57, Chicago,78107
P3271,Product2272 ,BATTERY PACKS,200.47,2023,6,363,W3,S188,858,64,23,39941.1,Supplier_89,20,0.95,0.59,Philadelphia ,48714
P2864,Product1865 ,brake pads,398.1,2022,12,430,W5,S105,190,185,26,11219.07,Supplier_6,14,0.9,0.71, New York,43441
P3108,Product2109 ,BATTERY PACKS,90.6,2023,1,432,W8,S175,945,322,26,24065.97,Supplier_76,13,1,0.75, Houston,20877
P1273,Product274 ,BOLTS,76.6,2023,8,134,W1,S127,632,337,19,38654.82,Supplier_28,5,0.86,0.13, Phoenix,69569
P2027, Product1028,ENGINE PARTS,413.6,2022,12,142,W3,S129,470,175,11,17462.83,Supplier_30,6,0.84,0.57,Philadelphia ,48714
P2258,Product1259 ,brake pads,308.74,2022,6,455,W5,S129,252,51,10,18325.43,Supplier_30,6,0.84,0.69, New York,43441
P2887, Product1888,GEARS,64.51,2022,6,255,W6,S116,532,121,6,45901.08,Supplier_17,29,0.8,0.75,Los Angeles ,44647
P1703,Product704 ,battery packs,299.07,2022,12,186,W4,S149,956,140,11,11584.95,Supplier_50,17,0.89,0.93, Chicago,78107
P1734,Product735 ,BOLTS,432.03,2022,11,198,W3,S162,280,480,21,49079.16,Supplier_63,24,0.85,1.45,Philadelphia ,48714
P1787,Product788 ,ENGINE PARTS,451.55,2023,5,344,W1,S198,9,205,29,43513.69,Supplier_99,27,0.99,1.3, Phoenix,69569
P2199, Product1200,BRAKE PADS,351.48,2023,2,72,W10,S117,214,376,9,8370.04,Supplier_18,22,0.88,1.25, Chicago,56222
P2646, Product1647,battery packs,435.85,2022,7,266,W3,S102,994,321,27,8161.33,Supplier_3,28,0.9,0.23,Philadelphia ,48714
P1046,Product47 ,BATTERY PACKS,323.43,2023,11,240,W2,S102,502,51,23,12150.36,Supplier_3,28,0.9,0.73, Dallas,37687
P3571, Product2572,gears,142.06,2022,8,246,W8,S124,667,435,7,41886.27,Supplier_25,27,0.82,0.47, Houston,20877
P3500,Product2501 ,BATTERY PACKS,499.6,2022,9,56,W4,S145,891,417,22,4466.06,Supplier_46,27,0.83,1.04, Chicago,78107
P1470,Product471 ,bolts,94.1,2023,3,287,W5,S151,704,166,22,1528.45,Supplier_52,19,0.91,1.03, New York,43441
P1162, Product163,BRAKE PADS,150.51,2023,5,403,W1,S152,26,82,9,3013.43,Supplier_53,9,0.9,1.33, Phoenix,69569
P4007, Product3008,BRAKE PADS,417.92,2022,12,230,W3,S165,678,90,6,22086.34,Supplier_66,21,0.95,1.46,Philadelphia ,48714
P3634, Product2635,BRAKE PADS,86.44,2023,4,429,W2,S173,587,203,14,20050.56,Supplier_74,6,0.88,0.97, Dallas,37687
P2204,Product1205 ,ENGINE PARTS,239.51,2023,11,197,W10,S123,62,421,5,22622.96,Supplier_24,29,0.8,0.58, Chicago,56222
P3397, Product2398,GEARS,196.94,2022,12,353,W5,S106,803,227,9,35718.67,Supplier_7,29,0.94,1.24, New York,43441
P3474, Product2475,bolts,78.78,2022,3,430,W8,S155,475,265,28,9053.52,Supplier_56,13,0.91,1.35, Houston,20877
P1874,Product875 ,bolts,100.07,2023,9,221,W7,S114,926,81,8,7769.81,Supplier_15,28,0.81,0.56, Dallas,68292
P1101, Product102,battery packs,279.81,2022,10,243,W2,S174,367,114,10,49714.35,Supplier_75,10,0.83,0.74, Dallas,37687
P3072,Product2073 ,BATTERY PACKS,381.56,2022,10,348,W2,S100,981,298,6,28316.66,Supplier_1,18,0.93,0.22, Dallas,37687
P2849,Product1850 ,engine parts,131.59,2022,6,50,W1,S105,349,86,16,13208.64,Supplier_6,14,0.9,0.64, Phoenix,69569
P2864,Product1865 ,brake pads,398.1,2023,5,102,W5,S105,190,185,26,11219.07,Supplier_6,14,0.9,0.71, New York,43441
P1311, Product312,ENGINE PARTS,319.7,2022,10,439,W10,S178,347,449,20,6904.17,Supplier_79,11,0.94,0.39, Chicago,56222
P1814,Product815 ,BRAKE PADS,15.98,2022,1,485,W10,S139,253,51,23,14932.52,Supplier_40,29,0.91,1.37, Chicago,56222
P3755,Product2756 ,bolts,493.85,2023,7,206,W9,S125,368,224,21,32817.12,Supplier_26,22,0.98,0.17,San Diego ,47212
P1375, Product376,gears,36.37,2022,6,168,W1,S171,898,101,17,33207.94,Supplier_72,27,0.81,0.28, Phoenix,69569
P3017, Product2018,BATTERY PACKS,373.81,2022,3,177,W2,S190,630,492,12,39782.72,Supplier_91,22,0.98,0.91, Dallas,37687
P2308, Product1309,engine parts,141.57,2022,3,410,W6,S127,471,203,10,6239.22,Supplier_28,5,0.86,0.2,Los Angeles ,44647
P3129,Product2130 ,battery packs,258.63,2022,2,382,W2,S112,249,333,27,19829.32,Supplier_13,27,0.88,1.5, Dallas,37687
P3650,Product2651 ,BATTERY PACKS,56.49,2023,5,156,W4,S180,139,84,7,20545.03,Supplier_81,8,0.88,0.53, Chicago,78107
P1776, Product777,bolts,399.19,2022,9,291,W8,S140,960,210,9,23060.77,Supplier_41,20,0.97,1.28, Houston,20877
P3795,Product2796 ,gears,213.08,2023,10,337,W6,S173,813,441,15,28046.25,Supplier_74,6,0.88,0.17,Los Angeles ,44647
P3703, Product2704,engine parts,494.54,2023,11,79,W6,S139,504,439,24,19432.31,Supplier_40,29,0.91,0.88,Los Angeles ,44647
P2004, Product1005,bolts,274.4,2023,1,55,W6,S114,686,259,18,5654.36,Supplier_15,28,0.81,1.05,Los Angeles ,44647
P3679,Product2680 ,BRAKE PADS,283.2,2023,2,370,W3,S192,333,328,9,46151.28,Supplier_93,16,0.89,0.34,Philadelphia ,48714
P3802,Product2803 ,BATTERY PACKS,74.55,2022,2,346,W3,S168,302,94,11,17844.29,Supplier_69,12,0.84,0.95,Philadelphia ,48714
P1594, Product595,GEARS,233.65,2023,5,354,W2,S170,6,305,20,8561.02,Supplier_71,23,0.97,1.42, Dallas,37687
P3609, Product2610,brake pads,252.91,2022,1,235,W7,S171,242,371,27,19633.06,Supplier_72,27,0.81,0.23, Dallas,68292
P2705, Product1706,GEARS,435.97,2023,6,58,W8,S101,197,479,7,5985.66,Supplier_2,12,0.83,0.64, Houston,20877
P1121,Product122 ,ENGINE PARTS,391.12,2023,3,382,W6,S120,38,119,8,9652.46,Supplier_21,28,0.89,0.48,Los Angeles ,44647
P2734, Product1735,brake pads,157.87,2022,6,275,W5,S171,381,159,16,24136.4,Supplier_72,27,0.81,0.75, New York,43441
P3175,Product2176 ,engine parts,84.17,2023,9,484,W7,S110,475,192,12,13160.33,Supplier_11,7,0.9,0.98, Dallas,68292
P1518, Product519,gears,293.08,2023,3,202,W7,S175,244,133,9,35023.13,Supplier_76,13,1,0.42, Dallas,68292
P1158, Product159,engine parts,298.97,2023,1,246,W8,S136,858,91,20,40710.09,Supplier_37,23,0.94,0.62, Houston,20877
P2099, Product1100,brake pads,93.1,2023,2,323,W7,S102,681,424,14,27380.94,Supplier_3,28,0.9,0.83, Dallas,68292
P1957, Product958,engine parts,12.83,2022,1,59,W2,S165,490,61,11,10150.63,Supplier_66,21,0.95,1.34, Dallas,37687
P2159,Product1160 ,brake pads,431.72,2023,6,237,W7,S124,594,111,10,18820.69,Supplier_25,27,0.82,0.1, Dallas,68292
P1811,Product812 ,brake pads,193.52,2022,3,256,W10,S133,409,193,10,12846.72,Supplier_34,13,0.85,0.17, Chicago,56222
P3623,Product2624 ,bolts,68.98,2022,8,3390,W4,S112,77,311,27,29330.88,Supplier_13,27,0.88,0.43, Chicago,78107
P1129, Product130,battery packs,325.62,2023,10,309,W3,S189,746,224,5,24321.53,Supplier_90,11,0.97,1.41,Philadelphia ,48714
P1760,Product761 ,GEARS,213.38,2022,3,216,W7,S179,682,117,22,21244.22,Supplier_80,11,0.92,0.19, Dallas,68292
P2496, Product1497,battery packs,478.2,2022,4,80,W5,S174,14,443,28,16728.95,Supplier_75,10,0.83,0.62, New York,43441
P1528,Product529 ,gears,440.37,2023,1,464,W6,S173,707,342,8,27445.38,Supplier_74,6,0.88,0.51,Los Angeles ,44647
P1940,Product941 ,BATTERY PACKS,192.38,2023,2,183,W10,S103,17,125,23,18507.85,Supplier_4,14,0.9,0.84, Chicago,56222
P3679,Product2680 ,BRAKE PADS,283.2,2023,6,346,W9,S154,925,435,24,23448.25,Supplier_55,26,0.9,0.98,San Diego ,47212
P3166, Product2167,bolts,331.4,2023,10,393,W10,S161,202,486,29,2286.75,Supplier_62,12,0.92,1.29, Chicago,56222
P2231, Product1232,engine parts,151.02,2023,12,287,W5,S123,221,89,28,19884.56,Supplier_24,29,0.8,0.8, New York,43441
P1110, Product111,ENGINE PARTS,190.47,2022,12,128,W4,S190,818,207,9,15815.8,Supplier_91,22,0.98,1.23, Chicago,78107
P2409,Product1410 ,engine parts,107.86,2023,5,225,W8,S163,505,174,11,36040.7,Supplier_64,6,0.9,1.03, Houston,20877
P2564, Product1565,BOLTS,136.25,2023,11,62,W2,S164,532,105,24,24916.43,Supplier_65,25,0.9,0.77, Dallas,37687
P3479,Product2480 ,GEARS,196.48,2023,2,215,W7,S133,386,150,25,32651.66,Supplier_34,13,0.85,0.3, Dallas,68292
P1159, Product160,ENGINE PARTS,231.09,2023,11,362,W10,S138,26,486,16,5374.6,Supplier_39,24,0.91,0.7, Chicago,56222
P3471, Product2472,gears,75.8,2022,5,60,W2,S179,437,172,27,31213.12,Supplier_80,11,0.92,0.83, Dallas,37687
P2599,Product1600 ,GEARS,28.44,2022,10,72,W3,S141,966,486,25,7540.44,Supplier_42,11,0.92,0.83,Philadelphia ,48714
P1582,Product583 ,BRAKE PADS,163.9,2023,5,283,W5,S199,611,153,8,29073.77,Supplier_100,29,0.8,0.87, New York,43441
P1645,Product646 ,BATTERY PACKS,82.39,2022,12,291,W8,S115,719,397,25,48225.17,Supplier_16,19,0.94,0.73, Houston,20877
P1100,Product101 ,brake pads,305.84,2023,4,465,W1,S175,596,303,18,2013,Supplier_76,13,1,0.79, Phoenix,69569
P1954,Product955 ,gears,322.82,2023,3,211,W1,S172,556,289,26,33416.95,Supplier_73,29,1,0.66, Phoenix,69569
P3862,Product2863 ,BATTERY PACKS,327.41,2023,11,60,W7,S116,464,342,15,41384.5,Supplier_17,29,0.8,1.23, Dallas,68292
P3760, Product2761,engine parts,332.63,2023,2,491,W8,S149,898,451,12,12431.91,Supplier_50,17,0.89,0.13, Houston,20877
P1033, Product34,BRAKE PADS,430.83,2023,9,337,W6,S129,298,406,8,2414.47,Supplier_30,6,0.84,0.19,Los Angeles ,44647
P2125, Product1126,BRAKE PADS,198.6,2022,9,149,W7,S138,654,266,9,36467.57,Supplier_39,24,0.91,1.11, Dallas,68292
P3310, Product2311,gears,330.37,2023,11,1500,W5,S127,217,321,12,15229.73,Supplier_28,5,0.86,1.4, New York,43441
P2926, Product1927,BATTERY PACKS,77.73,2022,2,320,W3,S177,889,192,18,1454.84,Supplier_78,22,0.99,0.93,Philadelphia ,48714
P2524,Product1525 ,engine parts,274.82,2022,11,481,W4,S187,813,305,13,17196.11,Supplier_88,27,0.96,1.45, Chicago,78107
P1452, Product453,BATTERY PACKS,328.5,2022,5,127,W6,S189,824,343,29,1098.8,Supplier_90,11,0.97,0.17,Los Angeles ,44647
P1161,Product162 ,bolts,16.05,2022,7,447,W4,S173,104,234,20,38519.14,Supplier_74,6,0.88,0.31, Chicago,78107
P1166, Product167,GEARS,90.87,2023,12,475,W2,S148,896,451,12,34479.03,Supplier_49,17,0.82,1.47, Dallas,37687
P3857, Product2858,gears,56.01,2022,11,85,W6,S163,782,427,26,41429.27,Supplier_64,6,0.9,0.92,Los Angeles ,44647
P3899, Product2900,BRAKE PADS,17.33,2022,4,467,W10,S111,5720,429,14,5881.75,Supplier_12,9,1,1.24, Chicago,56222
P3095,Product2096 ,BOLTS,248.74,2022,7,370,W5,S196,731,448,25,22005.04,Supplier_97,9,0.98,0.94, New York,43441
P3036, Product2037,BOLTS,197.48,2023,11,454,W4,S138,65,85,6,26711.21,Supplier_39,24,0.91,1.15, Chicago,78107
P1596,Product597 ,ENGINE PARTS,136.95,2023,6,287,W5,S175,688,309,18,44484.53,Supplier_76,13,1,1.21, New York,43441
P1288, Product289,BRAKE PADS,117.22,2023,6,266,W7,S122,432,385,22,40038.59,Supplier_23,15,0.9,1.42, Dallas,68292
P3227,Product2228 ,bolts,436.31,2022,12,446,W3,S152,273,283,14,37191.79,Supplier_53,9,0.9,0.76,Philadelphia ,48714
P2022, Product1023,brake pads,196.53,2023,7,231,W10,S191,1550,295,18,25153.16,Supplier_92,17,0.92,1.47, Chicago,56222
P3131, Product2132,GEARS,486.48,2022,7,273,W1,S160,130,335,8,27469.35,Supplier_61,22,0.83,0.14, Phoenix,69569
P3623,Product2624 ,bolts,68.98,2023,6,309,W4,S112,77,311,27,29330.88,Supplier_13,27,0.88,0.43, Chicago,78107
P1044,Product45 ,bolts,382.9,2022,5,302,W1,S154,703,221,15,29777.56,Supplier_55,26,0.9,1.44, Phoenix,69569
P2266, Product1267,BRAKE PADS,83.86,2023,3,123,W7,S167,554,114,5,18749.25,Supplier_68,5,0.82,0.81, Dallas,68292
P3767, Product2768,ENGINE PARTS,108.37,2023,9,357,W9,S103,100,419,14,20462.06,Supplier_4,14,0.9,0.49,San Diego ,47212
P1039,Product40 ,BRAKE PADS,109.83,2022,10,470,W2,S171,763,356,25,16155.84,Supplier_72,27,0.81,0.13, Dallas,37687
P2085,Product1086 ,BRAKE PADS,371.89,2023,10,86,W2,S111,881,187,9,32935.23,Supplier_12,9,1,1.17, Dallas,37687
P1359, Product360,bolts,445.86,2022,6,383,W4,S143,252,484,11,44511.97,Supplier_44,18,0.84,0.92, Chicago,78107
P2469,Product1470 ,brake pads,46.14,2023,5,327,W1,S141,66,421,12,13322.12,Supplier_42,11,0.92,0.71, Phoenix,69569
P1519, Product520,ENGINE PARTS,241.98,2023,12,68,W4,S148,844,202,18,28497.83,Supplier_49,17,0.82,1.29, Chicago,78107
P3486, Product2487,bolts,130.26,2023,2,212,W3,S168,735,199,19,29984.33,Supplier_69,12,0.84,1.02,Philadelphia ,48714
P3808, Product2809,BATTERY PACKS,384.43,2023,9,145,W8,S191,171,405,18,49451.48,Supplier_92,17,0.92,0.25, Houston,20877
P3237, Product2238,ENGINE PARTS,24.83,2022,8,185,W1,S146,921,301,10,35875.74,Supplier_47,20,0.9,0.72, Phoenix,69569
P3899, Product2900,BRAKE PADS,17.33,2022,6,338,W10,S111,5720,429,14,5881.75,Supplier_12,9,1,1.24, Chicago,56222
P2545, Product1546,brake pads,251.4,2023,3,66,W5,S153,356,218,11,2480.11,Supplier_54,15,0.82,1.33, New York,43441
P3915,Product2916 ,battery packs,209.43,2022,1,278,W1,S159,266,261,13,13210.41,Supplier_60,13,0.96,1.05, Phoenix,69569
P1698, Product699,bolts,354.23,2023,10,331,W2,S178,176,130,15,8417.16,Supplier_79,11,0.94,0.31, Dallas,37687
P2219, Product1220,engine parts,177.2,2022,1,95,W7,S130,434,394,28,29689.41,Supplier_31,7,0.84,0.55, Dallas,68292
P1457,Product458 ,GEARS,472.95,2023,4,258,W9,S165,808,61,5,16839.66,Supplier_66,21,0.95,0.82,San Diego ,47212
P3099,Product2100 ,BOLTS,434.71,2023,6,128,W9,S183,790,288,23,20493.6,Supplier_84,15,0.82,1.42,San Diego ,47212
P3465,Product2466 ,BOLTS,176.82,2022,9,181,W6,S154,71,233,11,46439.6,Supplier_55,26,0.9,1.09,Los Angeles ,44647
P3557,Product2558 ,GEARS,295.02,2023,11,275,W4,S192,603,340,12,15506.38,Supplier_93,16,0.89,0.99, Chicago,78107
P2030,Product1031 ,bolts,207.92,2023,6,201,W8,S173,17,417,19,34107.92,Supplier_74,6,0.88,1.19, Houston,20877
P2187,Product1188 ,gears,388,2022,8,94,W4,S184,734,128,9,9707.42,Supplier_85,15,0.8,0.86, Chicago,78107
P1987, Product988,BRAKE PADS,120.89,2023,2,354,W5,S126,139,458,8,28990.18,Supplier_27,6,0.94,0.31, New York,43441
P2772, Product1773,BOLTS,300.34,2022,1,465,W6,S185,753,270,5,10199.42,Supplier_86,21,0.8,1.35,Los Angeles ,44647
P3413, Product2414,BOLTS,361.63,2022,12,452,W3,S129,314,276,21,16419.2,Supplier_30,6,0.84,0.51,Philadelphia ,48714
P3572, Product2573,ENGINE PARTS,255.55,2022,3,370,W6,S133,967,407,10,33609.15,Supplier_34,13,0.85,0.27,Los Angeles ,44647
P2352, Product1353,BOLTS,438.09,2023,12,141,W1,S186,850,143,26,44837.65,Supplier_87,5,0.82,1.38, Phoenix,69569
P2895,Product1896 ,BATTERY PACKS,141.02,2023,5,149,W3,S137,778,98,7,36251.61,Supplier_38,14,0.96,0.85,Philadelphia ,48714
P1390, Product391,brake pads,13.16,2022,8,280,W9,S186,610,139,8,13655.42,Supplier_87,5,0.82,1.16,San Diego ,47212
P3391,Product2392 ,engine parts,109.71,2023,10,491,W2,S182,220,132,26,13123.93,Supplier_83,5,0.83,1.16, Dallas,37687
P3304, Product2305,BOLTS,134.82,2023,5,387,W9,S180,550,381,29,24863.71,Supplier_81,8,0.88,0.95,San Diego ,47212
P3982, Product2983,BRAKE PADS,375.03,2022,11,253,W9,S175,960,267,23,4264.5,Supplier_76,13,1,0.89,San Diego ,47212
P2115,Product1116 ,BATTERY PACKS,106.09,2023,7,364,W1,S131,773,329,9,7528.92,Supplier_32,17,0.85,1.46, Phoenix,69569
P2166,Product1167 ,engine parts,444.5,2023,5,385,W7,S138,408,284,16,39797.37,Supplier_39,24,0.91,0.15, Dallas,68292
P3500,Product2501 ,BATTERY PACKS,499.6,2023,1,124,W4,S145,891,417,22,4466.06,Supplier_46,27,0.83,1.04, Chicago,78107
P2910,Product1911 ,brake pads,102.57,2023,4,309,W2,S156,580,437,28,4084.69,Supplier_57,27,0.92,0.42, Dallas,37687
P2787,Product1788 ,GEARS,186.03,2022,7,132,W3,S108,727,236,18,16387.37,Supplier_9,13,0.89,0.57,Philadelphia ,48714
P1819, Product820,BOLTS,221.8,2023,4,439,W5,S107,355,119,20,42366.34,Supplier_8,16,0.88,0.24, New York,43441
P2185, Product1186,ENGINE PARTS,71.6,2022,12,330,W5,S141,67,249,16,22795.91,Supplier_42,11,0.92,0.26, New York,43441
P1893, Product894,gears,243.45,2022,12,254,W6,S109,811,371,17,49916.74,Supplier_10,9,0.83,0.15,Los Angeles ,44647
P2059, Product1060,BOLTS,272.61,2023,4,474,W10,S166,327,244,28,31681.19,Supplier_67,6,0.88,0.95, Chicago,56222
P2266, Product1267,BRAKE PADS,83.86,2022,12,311,W2,S194,44,134,7,19723.96,Supplier_95,15,0.87,0.8, Dallas,37687
P1468,Product469 ,BOLTS,33.46,2022,1,404,W2,S140,983,91,27,41157.77,Supplier_41,20,0.97,0.8, Dallas,37687
P3531,Product2532 ,brake pads,190.52,2022,4,126,W4,S141,995,382,23,24428.53,Supplier_42,11,0.92,0.41, Chicago,78107
P1560,Product561 ,BRAKE PADS,86.22,2022,11,283,W9,S154,96,273,16,21311.01,Supplier_55,26,0.9,1.22,San Diego ,47212
P1257, Product258,BRAKE PADS,359.68,2022,1,163,W4,S177,359,58,11,11901.45,Supplier_78,22,0.99,0.75, Chicago,78107
P1735,Product736 ,engine parts,476.24,2022,1,418,W1,S101,3810,374,26,42466.65,Supplier_2,12,0.83,0.87, Phoenix,69569
P2879,Product1880 ,gears,87.24,2023,1,425,W1,S184,303,479,23,22852.03,Supplier_85,15,0.8,0.33, Phoenix,69569
P3764,Product2765 ,bolts,374.62,2023,9,150,W5,S149,116,476,6,36472.46,Supplier_50,17,0.89,1.28, New York,43441
P2266, Product1267,BRAKE PADS,83.86,2022,8,373,W7,S167,554,114,5,18749.25,Supplier_68,5,0.82,0.81, Dallas,68292
P3474, Product2475,bolts,78.78,2023,12,292,W10,S109,474,123,9,21429.02,Supplier_10,9,0.83,0.64, Chicago,56222
P3834, Product2835,bolts,48.55,2023,10,413,W3,S132,21,176,23,39004.38,Supplier_33,9,0.98,0.56,Philadelphia ,48714
P2965, Product1966,bolts,419.9,2022,4,316,W9,S175,689,415,18,31176.06,Supplier_76,13,1,0.96,San Diego ,47212
P3623,Product2624 ,bolts,68.98,2023,5,386,W4,S112,77,311,27,29330.88,Supplier_13,27,0.88,0.43, Chicago,78107
P1468,Product469 ,BOLTS,33.46,2022,10,154,W2,S140,983,91,27,41157.77,Supplier_41,20,0.97,0.8, Dallas,37687
P1962,Product963 ,BOLTS,418.58,2022,12,193,W2,S140,88,184,27,5485.58,Supplier_41,20,0.97,1.47, Dallas,37687
P3540,Product2541 ,battery packs,392,2023,5,299,W10,S106,475,240,21,15282.58,Supplier_7,29,0.94,1.21, Chicago,56222
P1779, Product780,battery packs,412.12,2023,9,136,W6,S113,952,491,10,46680.19,Supplier_14,25,0.81,0.32,Los Angeles ,44647
P3056, Product2057,brake pads,326.76,2022,7,377,W9,S193,477,336,18,47314.57,Supplier_94,19,0.87,0.7,San Diego ,47212
P1834,Product835 ,battery packs,414.22,2023,2,314,W1,S111,104,195,5,48798.01,Supplier_12,9,1,1.35, Phoenix,69569
P2101, Product1102,GEARS,199.19,2022,12,3320,W5,S135,92,321,6,41603.74,Supplier_36,15,0.98,1.21, New York,43441
P2679,Product1680 ,gears,485.72,2022,4,87,W10,S168,137,361,21,36520.99,Supplier_69,12,0.84,0.13, Chicago,56222
P3663,Product2664 ,BOLTS,261.06,2023,11,267,W6,S175,19,219,16,27540.75,Supplier_76,13,1,1.29,Los Angeles ,44647
P3540,Product2541 ,battery packs,392,2022,6,66,W10,S106,475,240,21,15282.58,Supplier_7,29,0.94,1.21, Chicago,56222
P1309, Product310,battery packs,488.27,2023,6,472,W5,S178,501,292,10,48108.69,Supplier_79,11,0.94,0.28, New York,43441
P3348,Product2349 ,engine parts,412.14,2022,7,162,W1,S161,321,457,16,27704.96,Supplier_62,12,0.92,1.08, Phoenix,69569
P3924,Product2925 ,brake pads,497.46,2023,3,405,W1,S169,618,50,25,32480.69,Supplier_70,26,0.81,0.12, Phoenix,69569
P1711,Product712 ,battery packs,498.01,2023,3,450,W3,S107,574,83,17,9183.65,Supplier_8,16,0.88,0.59,Philadelphia ,48714
P2125, Product1126,BRAKE PADS,198.6,2023,12,64,W7,S138,654,266,9,36467.57,Supplier_39,24,0.91,1.11, Dallas,68292
P2098, Product1099,BRAKE PADS,98.24,2022,11,168,W10,S133,627,245,12,14994.59,Supplier_34,13,0.85,0.14, Chicago,56222
P3709, Product2710,BOLTS,91.14,2023,12,454,W10,S187,540,266,20,33237.5,Supplier_88,27,0.96,0.11, Chicago,56222
P1605, Product606,BOLTS,176.04,2022,9,117,W3,S156,701,104,9,24949.72,Supplier_57,27,0.92,1.4,Philadelphia ,48714
P3307,Product2308 ,BATTERY PACKS,101.5,2022,6,136,W10,S128,76,71,8,44596.75,Supplier_29,10,0.97,1.19, Chicago,56222
P2486,Product1487 ,BATTERY PACKS,315.68,2022,12,342,W10,S166,824,65,26,23779.71,Supplier_67,6,0.88,0.6, Chicago,56222
P2280,Product1281 ,BRAKE PADS,463.1,2023,9,205,W5,S178,299,61,19,3933.83,Supplier_79,11,0.94,1.38, New York,43441
P2868,Product1869 ,BOLTS,260.05,2023,10,241,W9,S103,646,285,26,46497.61,Supplier_4,14,0.9,0.35,San Diego ,47212
P1111, Product112,BRAKE PADS,405.6,2023,12,243,W4,S126,193,187,14,40193.3,Supplier_27,6,0.94,0.23, Chicago,78107
P1958,Product959 ,engine parts,112.64,2022,8,228,W7,S150,518,382,27,41981.58,Supplier_51,23,0.98,0.81, Dallas,68292
P3142,Product2143 ,battery packs,342.03,2023,6,196,W4,S174,5620,228,15,28112.34,Supplier_75,10,0.83,0.73, Chicago,78107
P2029, Product1030,bolts,392.37,2022,11,357,W9,S167,313,280,20,19466.47,Supplier_68,5,0.82,1.1,San Diego ,47212
P1037, Product38,BOLTS,447.35,2023,2,368,W9,S191,26,137,28,4890.42,Supplier_92,17,0.92,0.15,San Diego ,47212
P1263,Product264 ,ENGINE PARTS,186.31,2023,5,439,W3,S176,199,471,14,44849.72,Supplier_77,25,0.81,0.78,Philadelphia ,48714
P3575,Product2576 ,battery packs,237.21,2023,2,283,W7,S156,785,448,9,45200.39,Supplier_57,27,0.92,0.57, Dallas,68292
P2929, Product1930,ENGINE PARTS,479.7,2023,11,119,W2,S181,252,51,29,45024.81,Supplier_82,13,0.91,0.56, Dallas,37687
P2607, Product1608,bolts,124.65,2023,12,69,W9,S116,504,120,11,36066.37,Supplier_17,29,0.8,0.41,San Diego ,47212
P2351, Product1352,BRAKE PADS,199.86,2023,11,368,W9,S164,345,110,13,11190.71,Supplier_65,25,0.9,0.44,San Diego ,47212
P1093,Product94 ,ENGINE PARTS,249.37,2022,8,112,W2,S197,368,161,8,16662.51,Supplier_98,11,0.85,0.65, Dallas,37687
P3877, Product2878,gears,484.63,2023,8,434,W4,S171,108,183,27,46762.94,Supplier_72,27,0.81,0.38, Chicago,78107
P1747, Product748,battery packs,67.86,2023,11,326,W7,S177,332,227,17,34874.17,Supplier_78,22,0.99,1.07, Dallas,68292
P1273,Product274 ,BOLTS,76.6,2022,3,368,W6,S177,566,131,9,30108.17,Supplier_78,22,0.99,0.31,Los Angeles ,44647
